광역시도,시군구,행정구,구분,합계,15세미만,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60~64세,65~69세,70~74세,75~79세,80~84세,85세이상
강원, 철원군,,남자,20255,2674,824,917,1360,1155,1174,1275,1601,1664,2008,1737,1077,1101,942,511,235
강원, 철원군,,여자,19892,2484,819,718,962,965,1122,1158,1386,1553,1790,1756,1274,1250,1306,824,525
강원, 화천군,,계,21700,2704,684,943,1603,1364,1279,1199,1406,1689,2039,1927,1259,1130,1243,793,438
강원, 화천군,,남자,11302,1361,360,568,990,777,688,684,738,909,1080,1035,637,511,536,285,143
강원, 화천군,,여자,10398,1343,324,375,613,587,591,515,668,780,959,892,622,619,707,508,295
강원, 양구군,,계,19900,2725,640,785,1338,1207,1326,1149,1340,1509,1957,1801,1096,923,1052,664,388
강원, 양구군,,남자,10272,1386,335,485,797,672,686,605,725,808,1030,959,566,413,440,248,117
강원, 양구군,,여자,9628,1339,305,300,541,535,640,544,615,701,927,842,530,510,612,416,271
강원, 인제군,,계,28219,3754,776,1065,1636,1673,1946,1767,1933,2195,2939,2742,1641,1320,1333,923,576
강원, 인제군,,남자,14807,1934,432,636,951,964,1030,946,1093,1198,1520,1512,840,643,606,337,165
강원, 인제군,,여자,13412,1820,344,429,685,709,916,821,840,997,1419,1230,801,677,727,586,411
강원, 고성군,,계,23621,2016,687,814,1178,957,1057,1154,1699,1944,2501,2609,1856,1696,1675,1093,685
강원, 고성군,,남자,11933,1060,371,475,694,571,567,638,956,1055,1248,1341,912,762,693,398,192
강원, 고성군,,여자,11688,956,316,339,484,386,490,516,743,889,1253,1268,944,934,982,695,493
강원, 양양군,,계,25125,2159,731,835,924,953,1308,1468,1823,2133,2631,2755,2072,1825,1739,1107,662
강원, 양양군,,남자,12599,1112,374,477,528,515,690,801,1006,1160,1320,1376,986,865,762,442,185
강원, 양양군,,여자,12526,1047,357,358,396,438,618,667,817,973,1311,1379,1086,960,977,665,477
충북,소계,,계,1508987,197160,67231,85688,94929,86369,107998,107764,125390,132234,131121,118371,78739,59378,54613,39007,22995
충북,소계,,남자,758311,101069,34994,43932,53515,45717,55802,55287,64524,67042,66646,59395,38398,28117,22727,14478,6668
충북,소계,,여자,750676,96091,32237,41756,41414,40652,52196,52477,60866,65192,64475,58976,40341,31261,31886,24529,16327
충북, 충주시,,계,201057,23827,8751,11990,11769,10345,13079,13577,16602,18130,18518,16895,11206,8557,8379,5936,3496
충북, 충주시,,남자,101311,12171,4716,6392,6869,5638,6801,6899,8516,9265,9374,8579,5383,3945,3543,2192,1028
충북, 충주시,,여자,99746,11656,4035,5598,4900,4707,6278,6678,8086,8865,9144,8316,5823,4612,4836,3744,2468
충북, 제천시,,계,126666,14502,5401,6903,6539,5770,7476,7918,10294,11547,12121,12079,8386,6108,5762,3818,2042
충북, 제천시,,남자,63363,7370,2813,3701,3707,3021,3775,4040,5282,5934,6022,6080,4126,2885,2467,1522,618
충북, 제천시,,여자,63303,7132,2588,3202,2832,2749,3701,3878,5012,5613,6099,5999,4260,3223,3295,2296,1424
충북, 청주시,소계,계,802524,116867,39675,50134,58282,52962,64730,62608,69974,69753,63888,53354,33344,24189,20432,14058,8274
충북, 청주시,소계,남자,400902,59887,20419,24859,32380,27687,33108,31477,34963,34337,32148,26219,16138,11369,8457,5151,2303
충북, 청주시,소계,여자,401622,56980,19256,25275,25902,25275,31622,31131,35011,35416,31740,27135,17206,12820,11975,8907,5971
충북, 청주시, 상당구,계,167873,22979,8846,9494,10169,8527,11680,12543,15208,15770,14673,12399,8161,6079,5364,3757,2224
충북, 청주시, 상당구,남자,82711,11774,4535,4690,5501,4379,5856,6190,7521,7709,7449,6079,4023,2826,2187,1367,625
충북, 청주시, 상당구,여자,85162,11205,4311,4804,4668,4148,5824,6353,7687,8061,7224,6320,4138,3253,3177,2390,1599
충북, 청주시, 서원구,계,197002,25691,10500,14674,14097,11084,13592,14447,17656,17999,16657,14141,8863,6449,5375,3649,2128
충북, 청주시, 서원구,남자,97386,13123,5490,7406,7904,5745,6783,7082,8581,8746,8216,6895,4195,2989,2255,1388,588
충북, 청주시, 서원구,여자,99616,12568,5010,7268,6193,5339,6809,7365,9075,9253,8441,7246,4668,3460,3120,2261,1540
충북, 청주시, 흥덕구,계,248926,36660,11928,15066,20325,18366,21279,19888,22043,21824,19731,15476,9280,6374,5093,3503,2090
충북, 청주시, 흥덕구,남자,124808,18807,6103,7218,11181,9592,10904,9995,11021,10699,10045,7700,4514,3085,2094,1271,579
충북, 청주시, 흥덕구,여자,124118,17853,5825,7848,9144,8774,10375,9893,11022,11125,9686,7776,4766,3289,2999,2232,1511
충북, 청주시, 청원구,계,188723,31537,8401,10900,13691,14985,18179,15730,15067,14160,12827,11338,7040,5287,4600,3149,1832
충북, 청주시, 청원구,남자,95997,16183,4291,5545,7794,7971,9565,8210,7840,7183,6438,5545,3406,2469,1921,1125,511
충북, 청주시, 청원구,여자,92726,15354,4110,5355,5897,7014,8614,7520,7227,6977,6389,5793,3634,2818,2679,2024,1321
충북, 보은군,,계,29945,2441,873,1018,1036,1003,1231,1302,1921,2452,3149,3494,2554,2137,2256,1867,1211
충북, 보은군,,남자,14864,1297,450,563,582,526,668,701,1056,1329,1653,1784,1270,1050,884,693,358
충북, 보은군,,여자,15081,1144,423,455,454,477,563,601,865,1123,1496,1710,1284,1087,1372,1174,853
충북, 옥천군,,계,46182,4493,1688,1843,1773,1581,2360,2624,3310,3951,4667,4715,3830,2893,2877,2160,1417
충북, 옥천군,,남자,22957,2339,894,994,994,827,1212,1418,1793,2044,2367,2370,1900,1399,1174,796,436
충북, 옥천군,,여자,23225,2154,794,849,779,754,1148,1206,1517,1907,2300,2345,1930,1494,1703,1364,981
충북, 영동군,,계,44563,4013,1584,2226,1757,1570,1897,2201,3008,3745,4431,4698,3573,3036,3155,2356,1313
충북, 영동군,,남자,22177,2111,842,1241,1048,805,962,1165,1670,1999,2214,2419,1722,1418,1292,864,405
충북, 영동군,,여자,22386,1902,742,985,709,765,935,1036,1338,1746,2217,2279,1851,1618,1863,1492,908
충북, 진천군,,계,76197,11486,3154,3416,4447,4623,6492,6156,6215,6462,6283,5320,3629,2756,2474,2096,1188
충북, 진천군,,남자,39378,5907,1664,1824,2553,2535,3443,3317,3402,3494,3323,2739,1736,1337,1023,748,333
충북, 진천군,,여자,36819,5579,1490,1592,1894,2088,3049,2839,2813,2968,2960,2581,1893,1419,1451,1348,855
충북, 괴산군,,계,34160,2185,818,1429,1296,1070,1340,1468,2068,2940,3830,4288,3178,2576,2551,1924,1199
충북, 괴산군,,남자,17360,1077,455,849,756,607,764,817,1217,1562,1971,2262,1599,1307,1037,744,336
충북, 괴산군,,여자,16800,1108,363,580,540,463,576,651,851,1378,1859,2026,1579,1269,1514,1180,863
충북, 음성군,,계,85751,9977,3170,4065,4690,4414,5527,6015,7246,7870,8299,7614,5016,3850,3674,2662,1662
충북, 음성군,,남자,44540,5112,1658,2109,2685,2418,2995,3336,4054,4294,4502,3918,2525,1877,1589,977,491
충북, 음성군,,여자,41211,4865,1512,1956,2005,1996,2532,2679,3192,3576,3797,3696,2491,1973,2085,1685,1171
충북, 단양군,,계,26478,2082,708,795,1035,875,1137,1271,1911,2388,3054,3267,2238,1943,1816,1251,707
충북, 단양군,,남자,13293,1087,370,432,585,480,599,709,1045,1254,1569,1682,1131,902,754,468,226
충북, 단양군,,여자,13185,995,338,363,450,395,538,562,866,1134,1485,1585,1107,1041,1062,783,481
충북, 증평군,,계,35464,5287,1409,1869,2305,2156,2729,2624,2841,2996,2881,2647,1785,1333,1237,879,486
충북, 증평군,,남자,18166,2711,713,968,1356,1173,1475,1408,1526,1530,1503,1343,868,628,507,323,134
충북, 증평군,,여자,17298,2576,696,901,949,983,1254,1216,1315,1466,1378,1304,917,705,730,556,352
충남,소계,,계,1997781,276631,87462,103121,114740,118213,153326,148400,165901,161647,165216,143726,103694,83315,75688,59145,37556
충남,소계,,남자,1007023,142195,44726,50945,62835,62724,80747,78087,87995,84403,85178,71803,50293,39702,31520,22139,11731
충남,소계,,여자,990758,134436,42736,52176,51905,55489,72579,70313,77906,77244,80038,71923,53401,43613,44168,37006,25825
충남, 천안시,소계,계,626653,96756,32242,41325,47159,47492,57285,52117,55749,51943,47023,34457,20982,15387,12547,8727,5462
충남, 천안시,소계,남자,315315,49743,16158,19115,24715,24960,30000,26828,28277,26133,24354,17446,10272,7275,5187,3209,1643
충남, 천안시,소계,여자,311338,47013,16084,22210,22444,22532,27285,25289,27472,25810,22669,17011,10710,8112,7360,5518,3819
충남, 천안시, 동남구,계,251256,34187,13251,18494,17158,14820,19321,19945,22170,21510,21226,16570,10718,7859,6510,4625,2892
충남, 천안시, 동남구,남자,125551,17685,6623,8524,9232,7855,9841,10201,11286,10786,10851,8278,5295,3770,2723,1739,862
충남, 천안시, 동남구,여자,125705,16502,6628,9970,7926,6965,9480,9744,10884,10724,10375,8292,5423,4089,3787,2886,2030
충남, 천안시, 서북구,계,375397,62569,18991,22831,30001,32672,37964,32172,33579,30433,25797,17887,10264,7528,6037,4102,2570
충남, 천안시, 서북구,남자,189764,32058,9535,10591,15483,17105,20159,16627,16991,15347,13503,9168,4977,3505,2464,1470,781
충남, 천안시, 서북구,여자,185633,30511,9456,12240,14518,15567,17805,15545,16588,15086,12294,8719,5287,4023,3573,2632,1789
충남, 공주시,,계,98934,9780,3905,6204,5211,4392,5272,5715,7179,8179,9723,9343,6805,5332,5134,4067,2693
충남, 공주시,,남자,49143,5054,2046,2994,2942,2347,2719,3050,3699,4234,4923,4671,3377,2553,2117,1526,891
충남, 공주시,,여자,49791,4726,1859,3210,2269,2045,2553,2665,3480,3945,4800,4672,3428,2779,3017,2541,1802
충남, 보령시,,계,93070,10324,3241,3684,4113,4093,5543,6026,7401,7661,8933,8666,6739,5575,4919,3799,2353
충남, 보령시,,남자,46468,5243,1601,1970,2390,2194,2959,3257,3994,4051,4544,4284,3177,2567,2083,1441,713
충남, 보령시,,여자,46602,5081,1640,1714,1723,1899,2584,2769,3407,3610,4389,4382,3562,3008,2836,2358,1640
충남, 아산시,,계,298717,52066,14039,15033,17212,20410,29426,26570,26384,22887,20790,16615,11330,8976,7737,5770,3472
충남, 아산시,,남자,152655,26726,7106,7402,9438,10551,15558,14230,14402,12179,10934,8202,5350,4126,3222,2185,1044
충남, 아산시,,여자,146062,25340,6933,7631,7774,9859,13868,12340,11982,10708,9856,8413,5980,4850,4515,3585,2428
충남, 서산시,,계,163658,24077,7054,6799,8954,9574,12497,12534,14066,13777,13743,11325,8296,6891,6072,4778,3221
충남, 서산시,,남자,83783,12409,3812,3588,5158,5220,6573,6532,7560,7316,7164,5634,4083,3372,2615,1809,938
충남, 서산시,,여자,79875,11668,3242,3211,3796,4354,5924,6002,6506,6461,6579,5691,4213,3519,3457,2969,2283
충남, 논산시,,계,109021,12164,4372,5015,5290,4913,6065,6571,8278,8819,10135,10052,7580,6065,5930,4756,3016
충남, 논산시,,남자,53875,6233,2205,2633,2925,2543,3123,3439,4426,4558,5128,5071,3663,2793,2417,1732,986
충남, 논산시,,여자,55146,5931,2167,2382,2365,2370,2942,3132,3852,4261,5007,4981,3917,3272,3513,3024,2030
충남, 계룡시,,계,40062,7123,2662,1880,1831,1643,3000,3651,4669,3739,2972,2436,1537,1059,806,613,441
충남, 계룡시,,남자,19798,3665,1374,999,1009,820,1415,1703,2326,1886,1496,1178,772,512,331,189,123
충남, 계룡시,,여자,20264,3458,1288,881,822,823,1585,1948,2343,1853,1476,1258,765,547,475,424,318
충남, 당진시,,계,156610,24319,5908,5958,8303,10139,13581,12313,12765,12322,12384,10816,7817,6412,5839,4826,2908
충남, 당진시,,남자,81970,12552,2974,3053,4857,5722,7475,6800,7181,6859,6654,5523,3836,3200,2537,1842,905
충남, 당진시,,여자,74640,11767,2934,2905,3446,4417,6106,5513,5584,5463,5730,5293,3981,3212,3302,2984,2003
충남, 금산군,,계,48333,4593,1721,2485,1824,1652,2261,2611,3448,3918,4771,4735,3905,3219,3216,2516,1458
충남, 금산군,,남자,24142,2366,900,1406,1047,859,1165,1388,1911,2111,2507,2369,1915,1519,1295,910,474
충남, 금산군,,여자,24191,2227,821,1079,777,793,1096,1223,1537,1807,2264,2366,1990,1700,1921,1606,984
충남, 부여군,,계,60848,5160,2037,2216,2253,1978,2557,2989,4054,4669,6024,6584,5233,4448,4418,3726,2502
충남, 부여군,,남자,29958,2714,1117,1178,1280,1047,1370,1603,2202,2466,2972,3316,2556,2102,1839,1362,834
충남, 부여군,,여자,30890,2446,920,1038,973,931,1187,1386,1852,2203,3052,3268,2677,2346,2579,2364,1668
충남, 서천군,,계,48065,3925,1355,1543,1694,1511,2040,2363,3249,3635,4553,5072,4357,3844,3693,3113,2118
충남, 서천군,,남자,23558,1990,717,859,954,848,1110,1299,1753,1961,2329,2528,2027,1838,1473,1200,672
충남, 서천군,,여자,24507,1935,638,684,740,663,930,1064,1496,1674,2224,2544,2330,2006,2220,1913,1446
충남, 청양군,,계,28735,2130,806,1164,1094,983,1115,1298,1801,2262,2978,3081,2476,2120,2170,1968,1289
충남, 청양군,,남자,14435,1095,435,616,628,547,636,746,1047,1266,1544,1510,1282,1023,860,744,456
충남, 청양군,,여자,14300,1035,371,548,466,436,479,552,754,996,1434,1571,1194,1097,1310,1224,833
충남, 홍성군,,계,94962,12566,4116,4814,4436,4529,6180,6458,7513,7312,8140,7373,5805,4835,4583,3860,2442
충남, 홍성군,,남자,46923,6463,2195,2428,2392,2369,3114,3244,4014,3808,4086,3667,2741,2348,1848,1446,760
충남, 홍성군,,여자,48039,6103,1921,2386,2044,2160,3066,3214,3499,3504,4054,3706,3064,2487,2735,2414,1682
충남, 예산군,,계,73032,6310,2370,3078,3106,2671,3457,3923,5347,5921,7407,7279,5952,4866,4850,3989,2506
충남, 예산군,,남자,36332,3234,1230,1581,1766,1470,1873,2118,2957,3169,3708,3641,2845,2341,2073,1538,788
충남, 예산군,,여자,36700,3076,1140,1497,1340,1201,1584,1805,2390,2752,3699,3638,3107,2525,2777,2451,1718
충남, 태안군,,계,57081,5338,1634,1923,2260,2233,3047,3261,3998,4603,5640,5892,4880,4286,3774,2637,1675
충남, 태안군,,남자,28668,2708,856,1123,1334,1227,1657,1850,2246,2406,2835,2763,2397,2133,1623,1006,504
충남, 태안군,,여자,28413,2630,778,800,926,1006,1390,1411,1752,2197,2805,3129,2483,2153,2151,1631,1171
전북,소계,,계,1698324,213409,78343,95313,94270,82525,109203,117267,144375,143278,146809,131588,99491,83440,73315,52646,33052
전북,소계,,남자,837533,109860,39439,47779,50358,42107,55430,59647,74354,73412,74090,65202,48072,38654,29928,19363,9838
전북,소계,,여자,860791,103549,38904,47534,43912,40418,53773,57620,70021,69866,72719,66386,51419,44786,43387,33283,23214
전북, 전주시,소계,계,628012,88312,34859,41617,42041,35668,45632,47965,57413,53851,50973,41443,29621,23021,17632,11460,6504
전북, 전주시,소계,남자,307522,45516,17162,20057,22131,18023,22631,23368,28215,26365,25102,20052,14113,10572,7590,4533,2092
전북, 전주시,소계,여자,320490,42796,17697,21560,19910,17645,23001,24597,29198,27486,25871,21391,15508,12449,10042,6927,4412
전북, 전주시, 완산구,계,324110,41302,18512,21721,21863,17694,21672,23352,30126,29031,27808,22967,16336,12478,9424,6167,3657
전북, 전주시, 완산구,남자,157102,21357,9213,10197,11349,8999,10739,11203,14451,14043,13439,11030,7752,5776,4019,2384,1151
전북, 전주시, 완산구,여자,167008,19945,9299,11524,10514,8695,10933,12149,15675,14988,14369,11937,8584,6702,5405,3783,2506
전북, 전주시, 덕진구,계,303902,47010,16347,19896,20178,17974,23960,24613,27287,24820,23165,18476,13285,10543,8208,5293,2847
전북, 전주시, 덕진구,남자,150420,24159,7949,9860,10782,9024,11892,12165,13764,12322,11663,9022,6361,4796,3571,2149,941
전북, 전주시, 덕진구,여자,153482,22851,8398,10036,9396,8950,12068,12448,13523,12498,11502,9454,6924,5747,4637,3144,1906
전북, 군산시,,계,253097,34575,11822,13382,13169,12915,18875,19475,23174,20931,21132,19424,14339,11493,9011,5702,3678
전북, 군산시,,남자,126535,17708,5848,6766,7092,6650,9753,10027,12136,10796,10730,9577,7078,5403,3762,2174,1035
전북, 군산시,,여자,126562,16867,5974,6616,6077,6265,9122,9448,11038,10135,10402,9847,7261,6090,5249,3528,2643
전북, 익산시,,계,270779,33066,13219,18320,16622,13006,16819,18299,23166,23739,24275,21242,15327,11953,10121,6999,4606
전북, 익산시,,남자,134541,16877,6778,9475,9123,6832,8643,9299,11627,11913,12175,10614,7433,5622,4203,2526,1401
전북, 익산시,,여자,136238,16189,6441,8845,7499,6174,8176,9000,11539,11826,12100,10628,7894,6331,5918,4473,3205
전북, 정읍시,,계,99749,10902,3758,4162,4288,3894,5110,6345,8080,8498,9134,8571,6661,6417,6142,4747,3040
전북, 정읍시,,남자,49037,5655,2038,2096,2305,2049,2652,3260,4265,4566,4701,4353,3132,2974,2439,1705,847
전북, 정읍시,,여자,50712,5247,1720,2066,1983,1845,2458,3085,3815,3932,4433,4218,3529,3443,3703,3042,2193
전북, 남원시,,계,73845,8353,2788,2836,3064,2821,3721,4412,5990,6502,6744,6383,5184,4719,4482,3544,2302
전북, 남원시,,남자,35836,4382,1395,1498,1609,1382,1861,2149,3212,3385,3510,3158,2559,2091,1720,1244,681
전북, 남원시,,여자,38009,3971,1393,1338,1455,1439,1860,2263,2778,3117,3234,3225,2625,2628,2762,2300,1621
전북, 김제시,,계,75211,7277,2418,2909,3151,2801,3782,4141,5321,5892,7104,7140,5905,5277,5153,4056,2884
전북, 김제시,,남자,36619,3762,1175,1488,1700,1442,1993,2271,2970,3162,3600,3561,2771,2431,2060,1411,822
전북, 김제시,,여자,38592,3515,1243,1421,1451,1359,1789,1870,2351,2730,3504,3579,3134,2846,3093,2645,2062
전북, 완주군,,계,86410,11394,3606,5050,4127,3994,5876,5990,6815,6842,7402,6845,5249,4409,3973,3036,1802
전북, 완주군,,남자,43862,5793,1917,2708,2263,1975,3008,3251,3820,3761,3861,3477,2625,2114,1611,1116,562
전북, 완주군,,여자,42548,5601,1689,2342,1864,2019,2868,2739,2995,3081,3541,3368,2624,2295,2362,1920,1240
전북, 진안군,,계,22048,1965,491,707,776,717,923,1027,1442,1822,2230,2226,1887,1776,1744,1413,902
전북, 진안군,,남자,10926,993,268,385,398,315,464,597,820,1051,1195,1151,958,844,735,493,259
전북, 진안군,,여자,11122,972,223,322,378,402,459,430,622,771,1035,1075,929,932,1009,920,643
전북, 무주군,,계,21857,2058,574,619,785,739,928,1164,1559,1844,2131,2165,1810,1517,1758,1344,862
전북, 무주군,,남자,10779,1065,297,337,408,392,485,636,885,1033,1126,1114,873,669,708,497,254
전북, 무주군,,여자,11078,993,277,282,377,347,443,528,674,811,1005,1051,937,848,1050,847,608
전북, 장수군,,계,20084,1990,469,646,699,711,916,1029,1336,1656,1893,1962,1761,1415,1569,1219,813
전북, 장수군,,남자,9869,1029,249,341,377,353,479,592,750,912,1016,964,886,676,586,406,253
전북, 장수군,,여자,10215,961,220,305,322,358,437,437,586,744,877,998,875,739,983,813,560
전북, 임실군,,계,25064,2183,737,1117,993,920,1048,1185,1533,1946,2332,2288,2020,1950,2033,1699,1080
전북, 임실군,,남자,12476,1152,398,546,545,466,568,708,907,1082,1237,1210,1007,909,793,618,330
전북, 임실군,,여자,12588,1031,339,571,448,454,480,477,626,864,1095,1078,1013,1041,1240,1081,750
전북, 순창군,,계,25304,2651,787,747,890,900,1195,1300,1750,1985,2322,2310,1900,1937,2105,1620,905
전북, 순창군,,남자,12130,1383,407,395,426,397,572,715,993,1080,1214,1175,901,853,750,596,273
전북, 순창군,,여자,13174,1268,380,352,464,503,623,585,757,905,1108,1135,999,1084,1355,1024,632
전북, 고창군,,계,49705,4489,1414,1614,1879,1771,2146,2501,3458,3992,4629,4848,3917,3870,4128,3075,1974
전북, 고창군,,남자,24257,2376,751,864,1010,923,1162,1415,1939,2208,2350,2408,1877,1767,1601,1067,539
전북, 고창군,,여자,25448,2113,663,750,869,848,984,1086,1519,1784,2279,2440,2040,2103,2527,2008,1435
전북, 부안군,,계,47159,4194,1401,1587,1786,1668,2232,2434,3338,3778,4508,4741,3910,3686,3464,2732,1700
전북, 부안군,,남자,23144,2169,756,823,971,908,1159,1359,1815,2098,2273,2388,1859,1729,1370,977,490
전북, 부안군,,여자,24015,2025,645,764,815,760,1073,1075,1523,1680,2235,2353,2051,1957,2094,1755,1210
전남,소계,,계,1674433,210609,65598,73798,82092,77205,106309,110823,136227,143638,149669,135403,103136,92245,87315,61617,38749
전남,소계,,남자,829911,107680,33866,38585,43541,39563,55228,57917,72222,76299,76782,68132,50134,42683,35210,21561,10508
전남,소계,,여자,844522,102929,31732,35213,38551,37642,51081,52906,64005,67339,72887,67271,53002,49562,52105,40056,28241
전남, 목포시,,계,217091,31741,11219,11155,11404,10855,16741,17524,19949,18289,18013,15974,11126,9508,7250,4085,2258
전남, 목포시,,남자,107238,16262,5713,5635,5812,5409,8599,9031,10162,9357,8638,7756,5302,4363,3083,1473,643
전남, 목포시,,여자,109853,15479,5506,5520,5592,5446,8142,8493,9787,8932,9375,8218,5824,5145,4167,2612,1615
전남, 여수시,,계,257459,33477,11540,12112,14329,13024,17663,18126,22311,22677,23582,20752,15733,12474,9894,5915,3850
전남, 여수시,,남자,129856,17063,6003,6704,7888,6974,9250,9342,11633,11737,11868,10245,7808,5929,4189,2199,1024
전남, 여수시,,여자,127603,16414,5537,5408,6441,6050,8413,8784,10678,10940,11714,10507,7925,6545,5705,3716,2826
전남, 순천시,,계,258508,37659,13359,14442,15430,13779,18382,18849,23223,24004,22745,17740,12025,9384,8095,5649,3743
전남, 순천시,,남자,127392,19410,6813,7111,8120,6992,9106,9063,11444,11884,11563,8966,5988,4464,3354,2028,1086
전남, 순천시,,여자,131116,18249,6546,7331,7310,6787,9276,9786,11779,12120,11182,8774,6037,4920,4741,3621,2657
전남, 나주시,,계,102246,14382,3267,4310,5710,6087,7932,7409,7482,7445,8148,7799,5869,5300,5195,3605,2306
전남, 나주시,,남자,50367,7346,1647,2108,2869,3001,4110,4018,4181,3928,4162,3903,2839,2378,2061,1196,620
전남, 나주시,,여자,51879,7036,1620,2202,2841,3086,3822,3391,3301,3517,3986,3896,3030,2922,3134,2409,1686
전남, 광양시,,계,136701,21239,6257,6485,7845,7757,10407,10364,12905,14999,12080,8790,5625,4027,3443,2709,1769
전남, 광양시,,남자,69766,10823,3163,3463,4263,4028,5503,5260,6335,8248,6449,4637,2922,1930,1318,972,452
전남, 광양시,,여자,66935,10416,3094,3022,3582,3729,4904,5104,6570,6751,5631,4153,2703,2097,2125,1737,1317
전남, 담양군,,계,39391,3491,981,1634,1783,1516,1812,1912,2741,3261,3971,3786,3103,2869,2984,2167,1380
전남, 담양군,,남자,19376,1757,554,877,920,773,965,1064,1575,1711,2081,1925,1496,1343,1169,763,403
전남, 담양군,,여자,20015,1734,427,757,863,743,847,848,1166,1550,1890,1861,1607,1526,1815,1404,977
전남, 곡성군,,계,25420,1990,749,1222,1001,733,976,1172,1694,2003,2379,2372,1953,1957,2154,1884,1181
전남, 곡성군,,남자,12377,1041,411,656,561,393,549,627,948,1117,1233,1225,956,861,812,646,341
전남, 곡성군,,여자,13043,949,338,566,440,340,427,545,746,886,1146,1147,997,1096,1342,1238,840
전남, 구례군,,계,22648,1939,531,718,761,686,973,1133,1618,1977,2288,2226,1829,1734,1915,1464,856
전남, 구례군,,남자,10860,982,269,350,385,343,531,569,912,1085,1205,1105,853,765,716,542,248
전남, 구례군,,여자,11788,957,262,368,376,343,442,564,706,892,1083,1121,976,969,1199,922,608
전남, 고흥군,,계,57330,4252,1173,1538,1694,1523,2068,2487,3550,4231,5496,5982,5497,5264,5494,4145,2936
전남, 고흥군,,남자,27685,2164,657,849,927,811,1105,1407,2088,2366,2845,2973,2622,2377,2256,1434,804
전남, 고흥군,,여자,29645,2088,516,689,767,712,963,1080,1462,1865,2651,3009,2875,2887,3238,2711,2132
전남, 보성군,,계,35928,2977,791,1107,1137,1098,1379,1603,2303,2737,3356,3623,3127,3013,3248,2608,1821
전남, 보성군,,남자,17253,1513,416,588,624,551,723,869,1322,1542,1744,1825,1463,1392,1279,909,493
전남, 보성군,,여자,18675,1464,375,519,513,547,656,734,981,1195,1612,1798,1664,1621,1969,1699,1328
전남, 화순군,,계,55338,5973,2439,2556,2581,1907,2648,3259,4705,4947,5149,4517,3431,3377,3628,2662,1559
전남, 화순군,,남자,26670,3080,1242,1254,1332,959,1310,1630,2439,2642,2695,2308,1634,1452,1356,886,451
전남, 화순군,,여자,28668,2893,1197,1302,1249,948,1338,1629,2266,2305,2454,2209,1797,1925,2272,1776,1108
전남, 장흥군,,계,34009,3162,929,1155,1229,1158,1596,1633,2329,2739,3208,3233,2612,2539,2664,2214,1609
전남, 장흥군,,남자,16311,1645,487,603,637,581,857,886,1273,1474,1645,1602,1258,1128,1090,749,396
전남, 장흥군,,여자,17698,1517,442,552,592,577,739,747,1056,1265,1563,1631,1354,1411,1574,1465,1213
전남, 강진군,,계,30984,2909,797,1066,1129,1038,1335,1476,2026,2395,2967,3071,2477,2496,2508,2005,1289
전남, 강진군,,남자,14729,1471,392,565,577,501,662,803,1122,1315,1477,1533,1189,1108,1005,704,305
전남, 강진군,,여자,16255,1438,405,501,552,537,673,673,904,1080,1490,1538,1288,1388,1503,1301,984
전남, 해남군,,계,61147,6450,1588,1989,2117,2167,2948,3301,4258,4888,5713,5896,4822,4707,4750,3394,2159
전남, 해남군,,남자,29830,3247,846,1039,1133,1063,1466,1813,2425,2684,2999,2965,2294,2205,1913,1192,546
전남, 해남군,,여자,31317,3203,742,950,984,1104,1482,1488,1833,2204,2714,2931,2528,2502,2837,2202,1613
전남, 영암군,,계,49208,5868,1646,1902,2026,2105,3094,3181,3965,4244,4459,4024,3055,2922,3032,2270,1415
전남, 영암군,,남자,25034,2998,883,1003,1076,1094,1790,1842,2309,2430,2459,2053,1438,1318,1176,763,402
전남, 영암군,,여자,24174,2870,763,899,950,1011,1304,1339,1656,1814,2000,1971,1617,1604,1856,1507,1013
전남, 무안군,,계,73190,11241,3095,3825,3420,3520,5581,5680,5960,5527,5488,5020,4055,3716,3431,2277,1354
전남, 무안군,,남자,36499,5725,1617,2127,1768,1786,2778,2922,3221,2980,2876,2457,1961,1766,1386,776,353
전남, 무안군,,여자,36691,5516,1478,1698,1652,1734,2803,2758,2739,2547,2612,2563,2094,1950,2045,1501,1001
전남, 함평군,,계,27888,2257,660,904,948,891,1104,1322,1819,2289,2690,2805,2312,2339,2555,1888,1105
전남, 함평군,,남자,13806,1182,368,512,536,465,606,720,1082,1332,1448,1446,1107,1055,1000,633,314
전남, 함평군,,여자,14082,1075,292,392,412,426,498,602,737,957,1242,1359,1205,1284,1555,1255,791
전남, 영광군,,계,46722,5386,1425,1689,2110,2092,2448,2655,3430,3674,4160,4093,3372,3294,3371,2318,1205
전남, 영광군,,남자,22997,2739,732,929,1077,1043,1269,1478,1920,2000,2167,2075,1579,1498,1341,800,350
전남, 영광군,,여자,23725,2647,693,760,1033,1049,1179,1177,1510,1674,1993,2018,1793,1796,2030,1518,855
전남, 장성군,,계,38235,4284,972,1296,1707,1497,2061,2164,2814,3055,3539,3335,2702,2665,2819,2101,1224
전남, 장성군,,남자,18789,2182,495,674,904,740,1077,1215,1572,1691,1862,1692,1275,1210,1116,734,350
전남, 장성군,,여자,19446,2102,477,622,803,757,984,949,1242,1364,1677,1643,1427,1455,1703,1367,874
전남, 완도군,,계,44786,4892,1032,1150,1550,1702,2443,2585,3194,3414,4240,4243,3422,3501,3521,2429,1468
